#,Entries,Last Submission UTC (Best − Last Submission),Score,Team Name  * in the money,slug,Δ1d,Δ1w,Δ5d
202.0,14.0,"Fri, 09 Sep 2016 17:36:42  (-3.2d)",0.9909709999999999,Reza,predicting-red-hat-business-value,,↑191,
203.0,15.0,"Tue, 06 Sep 2016 14:11:46",0.9909709999999999,Johnny Strings,predicting-red-hat-business-value,,↑3,
204.0,8.0,"Tue, 06 Sep 2016 15:04:16",0.9909709999999999,Benjamin Chu,predicting-red-hat-business-value,,↓60,
205.0,48.0,"Tue, 06 Sep 2016 15:16:20",0.9909709999999999,NxGTR,predicting-red-hat-business-value,,↓67,
206.0,8.0,"Tue, 06 Sep 2016 16:10:01",0.9909709999999999,hamelg,predicting-red-hat-business-value,,↑1035,
207.0,32.0,"Thu, 08 Sep 2016 19:08:00  (-2.1d)",0.9909709999999999,Mikhail Chesnokov,predicting-red-hat-business-value,,↑68,
208.0,13.0,"Wed, 07 Sep 2016 20:08:16  (-26.5h)",0.9909709999999999,Yuqing Xue,predicting-red-hat-business-value,,new,
209.0,2.0,"Tue, 06 Sep 2016 17:50:58",0.9909709999999999,Willie Liao,predicting-red-hat-business-value,,↑295,
210.0,11.0,"Wed, 07 Sep 2016 02:24:12  (-8.2h)",0.9909709999999999,---0 | 0---,predicting-red-hat-business-value,,new,
211.0,3.0,"Tue, 06 Sep 2016 22:24:08  (-0.6h)",0.9909709999999999,Miguel,predicting-red-hat-business-value,,new,
212.0,8.0,"Wed, 07 Sep 2016 00:10:40",0.9909709999999999,redHat,predicting-red-hat-business-value,,↓62,
213.0,13.0,"Thu, 08 Sep 2016 17:47:04  (-40h)",0.9909709999999999,Panjtan,predicting-red-hat-business-value,,new,
214.0,3.0,"Wed, 07 Sep 2016 02:15:26  (-0h)",0.9909709999999999,==>(AL)<==,predicting-red-hat-business-value,,↑209,
215.0,19.0,"Thu, 08 Sep 2016 10:12:05  (-28.8h)",0.9909709999999999,Liang,predicting-red-hat-business-value,,↑408,
216.0,2.0,"Wed, 07 Sep 2016 07:59:15",0.9909709999999999,jesting.pilate,predicting-red-hat-business-value,,new,
217.0,8.0,"Wed, 07 Sep 2016 08:18:45  (-0h)",0.9909709999999999,Anirban Lahiri,predicting-red-hat-business-value,,↑35,
218.0,24.0,"Wed, 07 Sep 2016 22:03:36  (-13.1h)",0.9909709999999999,11245,predicting-red-hat-business-value,,↑605,
219.0,18.0,"Fri, 09 Sep 2016 07:42:37  (-45.5h)",0.9909709999999999,///,predicting-red-hat-business-value,,new,
220.0,5.0,"Wed, 07 Sep 2016 11:07:41  (-0.6h)",0.9909709999999999,Soumitra Agarwal,predicting-red-hat-business-value,,↓71,
221.0,1.0,"Wed, 07 Sep 2016 12:23:38",0.9909709999999999,srinivas mudhiraj,predicting-red-hat-business-value,,new,
222.0,5.0,"Wed, 07 Sep 2016 15:07:48",0.9909709999999999,Ayman Khalafallah,predicting-red-hat-business-value,,↓8,
223.0,6.0,"Wed, 07 Sep 2016 19:08:25",0.9909709999999999,Chris Lepensky,predicting-red-hat-business-value,,↓75,
224.0,22.0,"Wed, 07 Sep 2016 19:09:45",0.9909709999999999,Avishek,predicting-red-hat-business-value,,↑43,
225.0,3.0,"Wed, 07 Sep 2016 19:22:52",0.9909709999999999,Alexey Kisel,predicting-red-hat-business-value,,↑542,
226.0,16.0,"Fri, 09 Sep 2016 05:16:32  (-20.8h)",0.9909709999999999,Saibal Dutta,predicting-red-hat-business-value,,↓41,
227.0,8.0,"Thu, 08 Sep 2016 13:03:13",0.9909709999999999,iyarmolau,predicting-red-hat-business-value,,↑13,
228.0,31.0,"Thu, 08 Sep 2016 14:23:05",0.9909709999999999,dmancevo,predicting-red-hat-business-value,,↓81,
229.0,3.0,"Thu, 08 Sep 2016 23:03:50",0.9909709999999999,Andrey Vykhodtsev,predicting-red-hat-business-value,,↑514,
230.0,10.0,"Fri, 09 Sep 2016 03:08:59",0.9909709999999999,openneuron,predicting-red-hat-business-value,,↓55,
231.0,9.0,"Fri, 09 Sep 2016 09:56:28",0.9909709999999999,Vadim Popov,predicting-red-hat-business-value,,new,
232.0,38.0,"Fri, 09 Sep 2016 12:11:31",0.9909709999999999,DL,predicting-red-hat-business-value,,↓87,
233.0,6.0,"Fri, 09 Sep 2016 13:06:54  (-0.2h)",0.9909709999999999,Brunno Thadeu,predicting-red-hat-business-value,,new,
234.0,23.0,"Fri, 09 Sep 2016 19:48:53  (-2.4h)",0.9909709999999999,TenaciousTerrier,predicting-red-hat-business-value,,new,
235.0,12.0,"Fri, 09 Sep 2016 19:06:04",0.9909709999999999,murali krishna teja,predicting-red-hat-business-value,,↑524,
236.0,5.0,"Fri, 09 Sep 2016 19:26:36",0.9909709999999999,Dan Li,predicting-red-hat-business-value,,↓53,
237.0,38.0,"Fri, 09 Sep 2016 00:36:04  (-3.8d)",0.9909709999999999,Umarayo,predicting-red-hat-business-value,,↓15,
238.0,14.0,"Thu, 08 Sep 2016 14:57:54  (-21.8h)",0.9909709999999999,pim,predicting-red-hat-business-value,,↑765,
239.0,14.0,"Fri, 09 Sep 2016 21:54:38  (-2.4d)",0.9909709999999999,Inglourious clasters,predicting-red-hat-business-value,,new,
240.0,4.0,"Wed, 07 Sep 2016 16:59:13",0.9909709999999999,Alejandro Rivas,predicting-red-hat-business-value,,↑1289,
241.0,22.0,"Fri, 09 Sep 2016 04:42:52  (-3.2d)",0.9909709999999999,Numerical Methodical,predicting-red-hat-business-value,,↓111,
242.0,1.0,"Tue, 06 Sep 2016 13:25:29",0.9909709999999999,Rajeev Gupta,predicting-red-hat-business-value,,new,
243.0,11.0,"Fri, 09 Sep 2016 16:16:53  (-31.8h)",0.9909709999999999,Tad,predicting-red-hat-business-value,,new,
244.0,7.0,"Fri, 09 Sep 2016 13:28:29  (-4.4h)",0.99097,StartFromZero  kangli  Nigel Li,predicting-red-hat-business-value,,new,
245.0,1.0,"Thu, 08 Sep 2016 11:39:56",0.99097,Michael Jahrer,predicting-red-hat-business-value,,new,
246.0,1.0,"Thu, 08 Sep 2016 13:14:28",0.99097,YashwanthRemidi,predicting-red-hat-business-value,,new,
247.0,12.0,"Thu, 08 Sep 2016 13:20:06",0.99097,LeoH  LeoH  Ferodia,predicting-red-hat-business-value,,↓93,
248.0,6.0,"Fri, 09 Sep 2016 05:32:39",0.99097,Ritesh Sinha,predicting-red-hat-business-value,,new,
249.0,2.0,"Fri, 09 Sep 2016 07:06:59",0.99097,Coast,predicting-red-hat-business-value,,new,
250.0,19.0,"Fri, 09 Sep 2016 14:54:14  (-2.1d)",0.99097,Roxana Mihai,predicting-red-hat-business-value,,new,
251.0,20.0,"Fri, 09 Sep 2016 18:00:10  (-0.8h)",0.99097,Tharindu Ranasinghe,predicting-red-hat-business-value,,↑455,
252.0,8.0,"Tue, 06 Sep 2016 00:02:57",0.99097,radiofoot,predicting-red-hat-business-value,,new,
253.0,19.0,"Wed, 07 Sep 2016 20:11:35  (-31.4h)",0.99097,ReynaldRivière,predicting-red-hat-business-value,,↓113,
254.0,2.0,"Wed, 07 Sep 2016 14:54:52  (-0.1h)",0.99097,chu_cs_nmsu,predicting-red-hat-business-value,,new,
255.0,3.0,"Fri, 09 Sep 2016 14:51:32",0.99097,Evgeniy Molozhenko,predicting-red-hat-business-value,,new,
256.0,3.0,"Fri, 09 Sep 2016 09:53:54",0.99097,Vikash Singh,predicting-red-hat-business-value,,new,
257.0,5.0,"Wed, 07 Sep 2016 23:36:21  (-0.7h)",0.99097,andrekos,predicting-red-hat-business-value,,new,
258.0,19.0,"Fri, 09 Sep 2016 20:53:51",0.99097,MrOoijer,predicting-red-hat-business-value,,new,
259.0,3.0,"Mon, 05 Sep 2016 13:15:58",0.99097,JerryRoc,predicting-red-hat-business-value,,↓62,
260.0,9.0,"Tue, 06 Sep 2016 22:15:50  (-0.4h)",0.99097,...,predicting-red-hat-business-value,,↑654,
261.0,12.0,"Fri, 09 Sep 2016 21:34:32  (-3.7d)",0.99097,U023,predicting-red-hat-business-value,,↑486,
262.0,17.0,"Tue, 06 Sep 2016 06:36:09  (-0.3h)",0.99097,Bruno16,predicting-red-hat-business-value,,↑462,
263.0,1.0,"Mon, 05 Sep 2016 14:32:18",0.99097,Rodrigo Salas,predicting-red-hat-business-value,,new,
264.0,11.0,"Thu, 08 Sep 2016 13:52:35  (-2.9d)",0.99097,Pietro Marinelli,predicting-red-hat-business-value,,new,
265.0,9.0,"Mon, 05 Sep 2016 15:33:45",0.99097,Saraswat,predicting-red-hat-business-value,,↓124,
266.0,1.0,"Mon, 05 Sep 2016 20:58:16",0.99097,HaoyuWang,predicting-red-hat-business-value,,new,
267.0,2.0,"Wed, 07 Sep 2016 08:04:37  (-0.2h)",0.99097,Shreyans Dhankhar,predicting-red-hat-business-value,,↑652,
268.0,1.0,"Tue, 06 Sep 2016 18:24:45",0.99097,geekdad,predicting-red-hat-business-value,,new,
269.0,17.0,"Thu, 08 Sep 2016 20:54:12  (-34.6h)",0.99097,vishallakha,predicting-red-hat-business-value,,↓136,
270.0,9.0,"Wed, 07 Sep 2016 17:37:42",0.99097,NoName,predicting-red-hat-business-value,,↑397,
271.0,8.0,"Fri, 09 Sep 2016 04:40:02  (-11.4h)",0.99097,Abhilash Awasthi,predicting-red-hat-business-value,,new,
272.0,6.0,"Tue, 06 Sep 2016 20:49:56  (-21.8h)",0.99097,Testimate 2,predicting-red-hat-business-value,,new,
273.0,1.0,"Mon, 05 Sep 2016 20:26:04",0.99097,StepanBogoslovskiy,predicting-red-hat-business-value,,new,
274.0,1.0,"Wed, 07 Sep 2016 06:07:48",0.99097,w,predicting-red-hat-business-value,,new,
275.0,2.0,"Mon, 05 Sep 2016 10:30:15",0.99097,Niranjan Kumar Nakkala,predicting-red-hat-business-value,,new,
276.0,1.0,"Mon, 05 Sep 2016 12:24:47",0.99097,Grzegorz Sionkowski,predicting-red-hat-business-value,,new,
277.0,2.0,"Mon, 05 Sep 2016 13:13:03",0.99097,RMR.949,predicting-red-hat-business-value,,↓118,
278.0,1.0,"Mon, 05 Sep 2016 17:41:00",0.99097,Steven,predicting-red-hat-business-value,,new,
279.0,1.0,"Fri, 09 Sep 2016 06:08:23",0.99097,Gaurav Dixit,predicting-red-hat-business-value,,new,
280.0,9.0,"Fri, 09 Sep 2016 07:53:29",0.99097,过把瘾就死,predicting-red-hat-business-value,,↑264,
281.0,10.0,"Mon, 05 Sep 2016 08:16:58",0.99097,DL_2015,predicting-red-hat-business-value,,↓92,
282.0,21.0,"Fri, 09 Sep 2016 16:37:42",0.99097,DataReplyUK  gruby  David Sabater,predicting-red-hat-business-value,,↑502,
283.0,2.0,"Tue, 06 Sep 2016 05:55:28",0.99097,Legoh,predicting-red-hat-business-value,,↑189,
284.0,1.0,"Tue, 06 Sep 2016 17:46:43",0.99097,Giorgio Saez,predicting-red-hat-business-value,,new,
285.0,9.0,"Fri, 09 Sep 2016 09:54:15  (-2.9d)",0.99097,Anish Purohit,predicting-red-hat-business-value,,↓44,
286.0,5.0,"Tue, 06 Sep 2016 10:27:11",0.99097,apshreyans,predicting-red-hat-business-value,,↑396,
287.0,4.0,"Fri, 09 Sep 2016 16:07:38  (-2.5d)",0.99097,AndrewD,predicting-red-hat-business-value,,new,
288.0,3.0,"Thu, 08 Sep 2016 10:00:00  (-0h)",0.99097,Kaxil,predicting-red-hat-business-value,,↑773,
289.0,24.0,"Thu, 08 Sep 2016 11:00:26",0.99097,salkaa,predicting-red-hat-business-value,,↑24,
290.0,5.0,"Mon, 05 Sep 2016 14:23:39",0.99097,xepace54,predicting-red-hat-business-value,,↑247,
291.0,14.0,"Tue, 06 Sep 2016 04:23:22",0.99097,Fernando Perez Isbej,predicting-red-hat-business-value,,↓23,
292.0,10.0,"Fri, 09 Sep 2016 21:21:19",0.99097,CWaring,predicting-red-hat-business-value,,—,
293.0,9.0,"Wed, 07 Sep 2016 05:45:35  (-3.2h)",0.9909680000000001,LiuZhenping,predicting-red-hat-business-value,,↓105,
294.0,57.0,"Fri, 09 Sep 2016 16:01:06  (-1h)",0.990967,Vijayan Nagarajan,predicting-red-hat-business-value,,↓132,
295.0,14.0,"Thu, 08 Sep 2016 22:53:30  (-0.3h)",0.990964,Przemysław Siwiński,predicting-red-hat-business-value,,↑373,
296.0,69.0,"Wed, 07 Sep 2016 19:19:00  (-1.6h)",0.9909629999999999,DataScienceEnthusiasts  Chitrak  AmanKapoor  Abhishekkapoor,predicting-red-hat-business-value,,↓173,
297.0,10.0,"Tue, 06 Sep 2016 21:19:03",0.9909620000000001,Nick M,predicting-red-hat-business-value,,↓139,
298.0,10.0,"Mon, 05 Sep 2016 09:43:02",0.9909620000000001,Donyoe,predicting-red-hat-business-value,,↓127,
299.0,11.0,"Mon, 05 Sep 2016 22:51:49  (-3.8d)",0.9909620000000001,Barea,predicting-red-hat-business-value,,↓178,
300.0,14.0,"Mon, 05 Sep 2016 21:58:58  (-0.1h)",0.9909620000000001,Chippy,predicting-red-hat-business-value,,↓124,
301.0,29.0,"Sun, 14 Aug 2016 05:26:57  (-2.1d)",0.990958,Caio Taniguchi,predicting-red-hat-business-value,,↓179,
302.0,7.0,"Tue, 06 Sep 2016 10:52:03  (-0.1h)",0.990957,GarethJones,predicting-red-hat-business-value,,↑780,
303.0,29.0,"Fri, 09 Sep 2016 20:51:46  (-7.9d)",0.990957,Andrei Gorchakov,predicting-red-hat-business-value,,↓178,
304.0,21.0,"Fri, 09 Sep 2016 11:20:38  (-3d)",0.990956,I Rustandi,predicting-red-hat-business-value,,↓103,
305.0,3.0,"Sun, 21 Aug 2016 20:47:18",0.990956,Jeremy Fergus,predicting-red-hat-business-value,,↓177,
306.0,2.0,"Fri, 12 Aug 2016 15:44:51",0.9909549999999999,Bogdan Ghenea,predicting-red-hat-business-value,,↓177,
307.0,57.0,"Mon, 05 Sep 2016 16:38:35  (-5.1d)",0.9909540000000001,Tabster,predicting-red-hat-business-value,,↓176,
308.0,10.0,"Sun, 28 Aug 2016 16:07:49  (-4.2h)",0.9909540000000001,achilles  utthisht  Amar,predicting-red-hat-business-value,,↓176,
309.0,1.0,"Sun, 04 Sep 2016 22:00:47",0.9909530000000001,Rich He,predicting-red-hat-business-value,,new,
310.0,11.0,"Fri, 02 Sep 2016 10:39:29",0.9909530000000001,Sonny Laskar,predicting-red-hat-business-value,,↓176,
311.0,2.0,"Tue, 06 Sep 2016 15:34:57  (-3.7d)",0.9909530000000001,Yuznik,predicting-red-hat-business-value,,new,
312.0,11.0,"Sun, 04 Sep 2016 04:59:26  (-2.4h)",0.9909530000000001,John Seamons,predicting-red-hat-business-value,,↓132,
313.0,3.0,"Sun, 04 Sep 2016 14:28:41",0.9909530000000001,SarthakYadav 2,predicting-red-hat-business-value,,new,
314.0,3.0,"Sun, 04 Sep 2016 15:16:44",0.9909530000000001,lnicalo,predicting-red-hat-business-value,,↓107,
315.0,7.0,"Sat, 03 Sep 2016 20:29:21",0.9909530000000001,Richard Giles,predicting-red-hat-business-value,,↑130,
316.0,6.0,"Fri, 02 Sep 2016 09:36:15",0.9909530000000001,jonna,predicting-red-hat-business-value,,↓181,
317.0,3.0,"Wed, 31 Aug 2016 00:25:58",0.9909530000000001,flashnik,predicting-red-hat-business-value,,↓181,
318.0,6.0,"Wed, 31 Aug 2016 06:35:24",0.9909530000000001,Geeko,predicting-red-hat-business-value,,↓176,
319.0,1.0,"Thu, 01 Sep 2016 06:12:26",0.9909530000000001,Marcello Negro,predicting-red-hat-business-value,,↓167,
320.0,2.0,"Thu, 01 Sep 2016 06:35:51",0.9909530000000001,Vladimir Larin,predicting-red-hat-business-value,,↓167,
321.0,2.0,"Sun, 04 Sep 2016 20:31:57  (-0.5h)",0.9909530000000001,Shan Yu,predicting-red-hat-business-value,,new,
322.0,5.0,"Sat, 03 Sep 2016 13:53:57",0.9909530000000001,DataMiner,predicting-red-hat-business-value,,↑114,
323.0,8.0,"Sat, 03 Sep 2016 22:57:46",0.9909530000000001,Liqun Yu,predicting-red-hat-business-value,,↑116,
324.0,16.0,"Sun, 04 Sep 2016 01:51:01",0.9909530000000001,Ajay Mamgain,predicting-red-hat-business-value,,↓80,
325.0,1.0,"Sun, 04 Sep 2016 06:22:44",0.9909530000000001,jlowery,predicting-red-hat-business-value,,new,
326.0,2.0,"Wed, 07 Sep 2016 02:50:39  (-45.3h)",0.9909530000000001,Predicting Red Hat,predicting-red-hat-business-value,,new,
327.0,8.0,"Fri, 02 Sep 2016 17:22:26  (-38.7h)",0.9909530000000001,jth,predicting-red-hat-business-value,,↓162,
328.0,6.0,"Thu, 01 Sep 2016 22:58:13",0.9909530000000001,TarunParmar,predicting-red-hat-business-value,,↓162,
329.0,4.0,"Sat, 03 Sep 2016 08:44:04  (-3.1d)",0.9909530000000001,caiomsouza,predicting-red-hat-business-value,,↓162,
330.0,7.0,"Fri, 02 Sep 2016 19:48:37",0.9909530000000001,dileep,predicting-red-hat-business-value,,↓158,
331.0,7.0,"Thu, 01 Sep 2016 05:27:54  (-8.4h)",0.9909530000000001,mc07,predicting-red-hat-business-value,,↓158,
332.0,17.0,"Fri, 09 Sep 2016 20:12:20  (-4.4d)",0.990952,x0x0w1,predicting-red-hat-business-value,,↑377,
333.0,39.0,"Fri, 02 Sep 2016 10:47:51  (-3.1d)",0.990951,Std  Dmitriy  Alex Zveryansky,predicting-red-hat-business-value,,↓156,
334.0,12.0,"Tue, 06 Sep 2016 20:31:26",0.99095,chlanger,predicting-red-hat-business-value,,↓84,
335.0,15.0,"Tue, 30 Aug 2016 09:31:26",0.990949,Defenestration  Raymond Ellis  AJ Cloete,predicting-red-hat-business-value,,↓157,
336.0,21.0,"Mon, 29 Aug 2016 08:21:05",0.990949,ONODERA,predicting-red-hat-business-value,,↓155,
337.0,10.0,"Mon, 29 Aug 2016 16:16:12",0.990949,Alexey Golyshev,predicting-red-hat-business-value,,↓155,
338.0,2.0,"Tue, 30 Aug 2016 05:54:42",0.990949,JigyasuJuneja,predicting-red-hat-business-value,,↓154,
339.0,25.0,"Thu, 08 Sep 2016 23:46:18  (-10.2d)",0.990949,laoL,predicting-red-hat-business-value,,↓149,
340.0,8.0,"Wed, 07 Sep 2016 05:06:48  (-6d)",0.990949,Biju Sasidharan,predicting-red-hat-business-value,,↓149,
341.0,3.0,"Tue, 30 Aug 2016 19:35:59",0.990949,Sergei Bugrov,predicting-red-hat-business-value,,↓149,
342.0,2.0,"Mon, 29 Aug 2016 17:58:17",0.990949,Alex Jacobs,predicting-red-hat-business-value,,↓149,
343.0,8.0,"Mon, 29 Aug 2016 10:36:10",0.990949,paudan,predicting-red-hat-business-value,,↓148,
344.0,3.0,"Sun, 14 Aug 2016 17:32:15",0.9909479999999999,Moomin,predicting-red-hat-business-value,,↓145,
345.0,6.0,"Sun, 04 Sep 2016 15:05:39  (-25.8h)",0.9909469999999999,Камалова Марина (ШАД),predicting-red-hat-business-value,,new,
346.0,23.0,"Sat, 03 Sep 2016 05:43:06  (-5.4h)",0.9909450000000001,Ravi Chandibhamar,predicting-red-hat-business-value,,↑367,
347.0,8.0,"Fri, 02 Sep 2016 02:44:55  (-22.4h)",0.990941,Regis A. Ely,predicting-red-hat-business-value,,↓145,
348.0,16.0,"Mon, 05 Sep 2016 19:08:59  (-11.2d)",0.990936,Polya  Kele Xu  Polya,predicting-red-hat-business-value,,↓145,
349.0,13.0,"Wed, 07 Sep 2016 02:18:56  (-0.1h)",0.990936,Burbasor,predicting-red-hat-business-value,,new,
350.0,3.0,"Fri, 26 Aug 2016 07:27:16",0.990936,Franck My,predicting-red-hat-business-value,,↓145,
351.0,3.0,"Sat, 27 Aug 2016 09:54:14",0.990936,rilut,predicting-red-hat-business-value,,↓143,
352.0,10.0,"Sat, 27 Aug 2016 18:57:23  (-0.1h)",0.990936,gabomagno,predicting-red-hat-business-value,,↓143,
353.0,3.0,"Mon, 29 Aug 2016 00:31:17",0.990936,Paul H,predicting-red-hat-business-value,,↓143,
354.0,10.0,"Wed, 31 Aug 2016 05:41:54",0.990936,SSSSQD,predicting-red-hat-business-value,,↓143,
355.0,12.0,"Sun, 04 Sep 2016 03:12:56  (-20.2h)",0.990936,Anh Tong,predicting-red-hat-business-value,,↑871,
356.0,23.0,"Mon, 05 Sep 2016 01:03:43  (-10.2d)",0.990936,Jadiel,predicting-red-hat-business-value,,↓144,
357.0,2.0,"Thu, 25 Aug 2016 20:27:07",0.990936,lancerts,predicting-red-hat-business-value,,↓144,
358.0,12.0,"Sat, 27 Aug 2016 10:29:29  (-1.4h)",0.990936,hbghhy,predicting-red-hat-business-value,,↓143,
359.0,1.0,"Sun, 28 Aug 2016 15:40:05",0.990936,Pavel Svintsov,predicting-red-hat-business-value,,↓143,
360.0,13.0,"Fri, 02 Sep 2016 11:58:50  (-7.8d)",0.990936,tkchka,predicting-red-hat-business-value,,↓141,
361.0,5.0,"Thu, 25 Aug 2016 17:56:52",0.990936,Matias Thayer,predicting-red-hat-business-value,,↓141,
362.0,4.0,"Wed, 07 Sep 2016 14:20:40  (-12.7d)",0.990936,Koby Karp,predicting-red-hat-business-value,,↓141,
363.0,1.0,"Fri, 09 Sep 2016 08:48:46",0.990935,Oncu Kayalar,predicting-red-hat-business-value,,new,
364.0,72.0,"Fri, 09 Sep 2016 16:31:10  (-5.9d)",0.9909120000000001,abriosi,predicting-red-hat-business-value,,↓136,
365.0,4.0,"Fri, 26 Aug 2016 08:23:30",0.9909,CeShine Lee,predicting-red-hat-business-value,,↓141,
366.0,62.0,"Thu, 01 Sep 2016 06:20:32  (-7d)",0.9908899999999999,AleśLipenśen,predicting-red-hat-business-value,,↓141,
367.0,21.0,"Sun, 21 Aug 2016 15:01:17",0.990886,Sterby,predicting-red-hat-business-value,,↓141,
368.0,7.0,"Fri, 09 Sep 2016 00:36:19",0.9908819999999999,Nathaniel Shimoni,predicting-red-hat-business-value,,↑685,
369.0,4.0,"Sun, 28 Aug 2016 08:13:23",0.990878,Aditi Agrawal,predicting-red-hat-business-value,,↓140,
370.0,6.0,"Thu, 01 Sep 2016 13:15:54  (-0.3h)",0.990856,Bernd Allmendinger,predicting-red-hat-business-value,,↓140,
371.0,18.0,"Thu, 25 Aug 2016 07:40:47",0.990848,Pablo Araya-Melo,predicting-red-hat-business-value,,↓140,
372.0,37.0,"Fri, 09 Sep 2016 10:46:00  (-17.8d)",0.9908319999999999,gooron,predicting-red-hat-business-value,,↓139,
373.0,21.0,"Sun, 04 Sep 2016 18:14:28",0.9908309999999999,AakashKerawat,predicting-red-hat-business-value,,↓39,
374.0,7.0,"Fri, 09 Sep 2016 19:07:53",0.9908309999999999,Afanasjev Dmitry,predicting-red-hat-business-value,,new,
375.0,25.0,"Wed, 31 Aug 2016 13:20:16",0.990825,Prabhanjan Reddy,predicting-red-hat-business-value,,↓141,
376.0,7.0,"Mon, 05 Sep 2016 02:58:39  (-2.2h)",0.990814,ABLE,predicting-red-hat-business-value,,↓76,
377.0,19.0,"Thu, 08 Sep 2016 19:49:54  (-12.5d)",0.9908110000000001,NickShargan,predicting-red-hat-business-value,,↓142,
378.0,10.0,"Fri, 09 Sep 2016 08:33:59  (-4h)",0.990807,wolfzsx,predicting-red-hat-business-value,,↓133,
379.0,31.0,"Thu, 25 Aug 2016 04:26:14",0.9908040000000001,neophyte  Alex Ilchenko  Jason,predicting-red-hat-business-value,,↓143,
380.0,1.0,"Mon, 05 Sep 2016 03:01:57",0.9908040000000001,Drendar,predicting-red-hat-business-value,,new,
381.0,6.0,"Tue, 23 Aug 2016 12:26:28  (-0.1h)",0.9908040000000001,YanxinJia,predicting-red-hat-business-value,,↓144,
382.0,15.0,"Tue, 23 Aug 2016 12:30:34",0.9908040000000001,gobbledygeeks  Manoj Pathak  vinod pathak,predicting-red-hat-business-value,,↓144,
383.0,6.0,"Fri, 26 Aug 2016 16:18:31  (-3d)",0.9908040000000001,EricZ,predicting-red-hat-business-value,,↓144,
384.0,13.0,"Wed, 24 Aug 2016 15:39:44",0.9908040000000001,SeaBreeze,predicting-red-hat-business-value,,↓142,
385.0,2.0,"Wed, 24 Aug 2016 15:06:02",0.9908040000000001,Pseudo,predicting-red-hat-business-value,,↓142,
386.0,6.0,"Sun, 28 Aug 2016 16:14:14  (-22.2h)",0.99079,Shawn 3,predicting-red-hat-business-value,,↓140,
387.0,22.0,"Sun, 21 Aug 2016 11:38:21  (-29.4h)",0.9907860000000001,Allenbj,predicting-red-hat-business-value,,↓140,
388.0,6.0,"Sat, 27 Aug 2016 06:57:46  (-9.7d)",0.990784,JTang,predicting-red-hat-business-value,,↓140,
389.0,5.0,"Fri, 09 Sep 2016 21:27:03  (-19.3d)",0.990784,ShitaoWang,predicting-red-hat-business-value,,↓140,
390.0,38.0,"Sun, 21 Aug 2016 20:42:04  (-2.9h)",0.990784,klausolo,predicting-red-hat-business-value,,↓139,
391.0,1.0,"Mon, 22 Aug 2016 09:22:09",0.990784,All redhat and no cattle,predicting-red-hat-business-value,,↓138,
392.0,21.0,"Tue, 23 Aug 2016 08:55:55  (-23.2h)",0.990784,HulkBulk,predicting-red-hat-business-value,,↓138,
393.0,9.0,"Tue, 30 Aug 2016 08:19:10  (-7.7d)",0.990784,charizard,predicting-red-hat-business-value,,↓138,
394.0,8.0,"Wed, 24 Aug 2016 07:32:52",0.990784,MarZiYa,predicting-red-hat-business-value,,↓138,
395.0,1.0,"Tue, 23 Aug 2016 01:27:48",0.990784,blot,predicting-red-hat-business-value,,↓138,
396.0,4.0,"Fri, 26 Aug 2016 15:30:10",0.990784,lalthan,predicting-red-hat-business-value,,↓138,
397.0,28.0,"Sun, 04 Sep 2016 15:56:41  (-0h)",0.990784,Prerit Anwekar,predicting-red-hat-business-value,,↑12,
398.0,11.0,"Sat, 03 Sep 2016 17:13:34  (-21.6d)",0.990784,Bamboo Shoot,predicting-red-hat-business-value,,↓139,
399.0,8.0,"Mon, 22 Aug 2016 05:54:15  (-0.1h)",0.990784,Mathn,predicting-red-hat-business-value,,↓139,
400.0,16.0,"Fri, 26 Aug 2016 01:58:05  (-4d)",0.990784,Sylar,predicting-red-hat-business-value,,↓139,
401.0,9.0,"Mon, 22 Aug 2016 04:43:39",0.990784,Somshubra Majumdar,predicting-red-hat-business-value,,↓139,
